,restaurante,puntuacion
3209,Osteria la Fefa,"4,6"
3210,Osteria dal Moro,"4,5"
3211,Trattoria Ai Due Platani,"4,6"
3212,Dalie e Fagioli,"4,3"
3213,Ahimè,"4,5"
3214,Il Casolare dei Segreti,"4,7"
3215,Carnal,"4,3"
3216,Moi,"4,8"
3217,La Bucaccia,"4,6"
3218,Osteria dei Segreti,"4,6"
3219,Dei Cantoni,"4,5"
3220,Palmerino - Il Bacalà a Sandrigo,"4,5"
3221,Scannabue Caffè Restaurant,"4,5"
3222,Green T.,"4,1"
3223,La Cucoma,"4,6"
3224,Lokanda Devetak,"4,7"
3225,Lo Stuzzichino,"4,6"
3226,La Fossa del Grano,"4,6"
3227,Antica Trattoria da Miculan,"4,6"
3228,Il Conte Matto,"4,4"
3229,Villa Aurora,"4,5"
3230,Antica Trattoria la Grotta dal 1918,"4,7"
3231,Del Belbo - Da Bardon,"4,7"
3232,Romani,"4,5"
3233,Osteria de Börg,"4,4"
3234,Alla Pace,"4,6"
3235,Profumo di Mirto,"4,3"
3236,Locanda da Condo,"4,4"
3237,Le Miniere,"4,6"
3238,La Chioccia d'Oro,"4,7"
3239,Trattoria da Marino,"4,5"
3240,Trattoria da Fagiolino,"4,6"
3241,Foresta,"5,0"
3242,Cantina dei Cacciatori,"4,6"
3243,Raieü,"4,4"
3244,La Cucina dei Frigoriferi Milanesi,"4,1"
3245,Taverna 58,"4,7"
3246,Osteria Le Panzanelle,"4,6"
3247,Vecchio Porto,"4,4"
3248,Aurora,"4,5"
3249,Trippa,"4,7"
3250,Dongiò,"4,4"
3251,Osteria della Villetta,"4,4"
3252,Tipamasaro,"4,5"
3253,Casa Gallo,"4,4"
3254,Vecchia Marina,"4,5"
3255,Mingone,"4,3"
3256,Boccondivino,"4,6"
3257,Battaglino,"4,6"
3258,Locanda Mariella,"4,7"
3259,Il Fiorile,"4,3"
3260,Palazzaccio,"4,6"
3261,Magnagallo,"4,3"
3262,Osteria Magona,"4,7"
3263,Osteria Bartolini,"4,3"
3264,Violetta,"4,5"
3265,Antichi Sapori,"4,8"
3266,Da Alighiero,"4,1"
3267,Fonte alla Vena,"4,6"
3268,Nida,"4,9"
3269,Da Pode,"4,6"
3270,Laghetto,"4,4"
3271,Locanda del Barone,"4,7"
3272,Osteria Expanificio,"4,4"
3273,Namo Ristobottega,"4,6"
3274,Ai Burattini,"4,7"
3275,Consorzio,"4,3"
3276,Il Cedro,"4,5"
3277,FØRMA contemporary restaurant,"4,9"
3278,Osteria Acqualavica,"4,2"
3279,Da Sapì,"4,5"
3280,Caffè La Crepa,"4,7"
3281,Trattoria Pennestri,"4,6"
3282,Trattoria Margherita,"4,6"
3283,Futura Osteria,"4,5"
3284,La Locanda del Falco,"4,7"
3285,Dentella,"4,6"
3286,Accademia Ristorante,"4,7"
3287,Castagneto,"4,6"
3288,Trattoria Porteri,"4,7"
3289,Osteria San Giulio,"4,6"
3290,Da Fausto,"4,6"
3291,Borgo Poscolle,"4,6"
3292,Al Borgo,"4,6"
3293,Gassenwirt,"4,5"
3294,Osteria Bartolini,"4,3"
3295,La Gioconda,"4,6"
3296,Gabbiano 1983,"4,6"
3297,Trattoria Losanna,"4,6"
3298,La Tradizione - Cucina Casalinga,"4,7"
3299,Locanda Cacciatori,"4,5"
3300,Trattoria Cibrèo - Il Cibrèino,"4,4"
3301,Nana Piccolo Bistrò,"4,7"
3302,Hosteria Grappolo d'Oro,"4,4"
3303,Trattoria Antichi Sapori,"4,5"
3304,Casa del Vino della Vallagarina,"4,6"
3305,Il Latini,"4,3"
3306,L'Acquario,"4,5"
3307,Osteria Mondo d'Oro,"4,4"
3308,Al Convento - Casa Torrente,"4,0"
3309,Il Moro,"4,4"
3310,Ca' d'Frara,"4,5"
3311,Al Becco della Civetta,"4,2"
3312,Osteria Didù,"4,5"
3313,I Tri Siochètt,"4,5"
3314,Nole,"4,5"
3315,CUCINA.eat,"4,5"
3316,Podere 39,"4,3"
3317,Le Nove Scodelle,"4,3"
3318,Antiche Sere,"4,6"
3319,Cibus,"4,4"
3320,Vögele,"4,5"
3321,Il Ritrovo d'Abruzzo,"4,7"
3322,Trattoria da Zamboni,"4,5"
3323,Alla Pasina,"4,4"
3324,Me Cumpari Turiddu,"4,2"
3325,Al Monastero,"4,5"
3326,Trattoria al Parco,"4,7"
3327,Al Cambio,"4,4"
3328,Il Tirabusciò,"4,6"
3329,Osteria dai Coghi,"4,6"
3330,Agritur El Mas,"4,7"
3331,Old Friend,"4,7"
3332,Trattoria da Probo,"4,4"
3333,Trattoria di Via Serra,"4,6"
3334,Antica Filanda,"4,7"
3335,Hostaria Viola,"4,6"
3336,Maso Palù,"4,7"
3337,Calipso Fish,"4,5"
3338,Tavacı Recep Usta,"4,2"
3339,Adil Müftüoğlu,"4,2"
3340,İki Sandal,"4,6"
3341,Ayşa Boşnak Börekçisi,"4,5"
3342,Tershane,"4,6"
3343,Karaköy Lokantası,"4,4"
3344,Alaf,"4,4"
3345,SADE Beş Denizler Mutfağı,"5,0"
3346,Aman da Bravo,"4,2"
3347,Tavacı Recep Usta Bostancı,"4,4"
3348,Otantik Ocakbaşı,"4,4"
3349,Fauna,"4,3"
3350,Aheste,"4,7"
3351,Giritli,"4,3"
3352,Beğendik Abi,"4,4"
3353,La Tejana,"4,6"
3354,Dauphine's,"4,3"
3355,Menya Hosaki,"4,8"
3356,Daru,"4,8"
3357,Ellē,"4,4"
3358,Toki Underground,"4,5"
3359,Laos in Town,"4,7"
3360,Yellow,"4,5"
3361,Maketto,"4,5"
3362,Karma Modern Indian,"4,4"
3363,Sababa,"4,5"
3364,Honeymoon Chicken,"4,2"
3365,Hitching Post,"4,4"
3366,Makan,"4,2"
3367,Ivy City Smokehouse,"4,3"
3368,Oyamel,"4,4"
3369,Kaliwa,"3,8"
3370,China Chilcano,"4,3"
3371,Lapis,"4,4"
3372,Zaytinya,"4,5"
3373,Residents Cafe & Bar,"4,5"
3374,The Red Hen,"4,4"
3375,Unconventional Diner,"4,5"
3376,Pranakhon,"4,8"
3377,Flora,"4,6"
3378,Agi's Counter,"4,7"
3379,8282,"4,7"
3380,Chutney Masala,"4,3"
3381,Peppercorn Station,"4,3"
3382,Enzo’s of Williamsbridge,"4,6"
3383,Win Son,"4,6"
3384,Saint Julivert Fisherie,"4,7"
3385,Café Mars,"4,5"
3386,Haenyeo,"4,6"
3387,Phayul,"4,1"
3388,Superiority Burger,"4,4"
3389,C as in Charlie,"4,8"
3390,Miss Ada,"4,7"
3391,Mile End,"4,3"
3392,RaaSa,"4,2"
3393,Soda Club,"4,7"
3394,Runner Up,"4,6"
3395,TVB by: Pax Romana,"4,4"
3396,Van Đa,"4,5"
3397,Ammazzacaffè,"4,4"
3398,Boro6 Wine Bar,"4,5"
3399,Chick Chick,"4,6"
3400,Dhamaka,"3,9"
3401,Rafele Rye,"4,3"
3402,Le Fanfare,"4,4"
3403,Southern Table,"4,5"
3404,Yellow Rose,"4,3"
3405,SaRanRom Thai,"4,7"
3406,Dim Sum Go Go,"4,1"
3407,Gordo's Cantina,"4,6"
3408,Bar Primi,"4,4"
3409,Tonchin,"4,6"
3410,Russ & Daughters Cafe,"4,6"
3411,Glasserie,"4,5"
3412,21 Greenpoint,"4,4"
3413,Rolo's,"4,5"
3414,Hupo,"4,5"
3415,Cho Dang Gol,"4,6"
3416,Atla,"4,2"
3417,Tomiño Taberna Gallega,"4,7"
3418,Hometown Barbecue New York,"4,5"
3419,Enoteca Maria,"4,6"
3420,Ugly Baby,"4,5"
3421,Cotenna,"4,3"
3422,Llama Inn,"4,3"
3423,Chuan Tian Xia,"4,0"
3424,Covacha,"4,3"
3425,Sami & Susu,"4,7"
3426,Purple Yam,"4,3"
3427,Miss Mamie's Spoonbread Too,"4,0"
3428,Tanoreen,"4,8"
3429,Alley 41,"4,3"
3430,Norma Gastronomia Siciliana,"4,7"
3431,Badageoni Georgian Kitchen,"4,8"
3432,Sobaya,"4,3"
3433,Dubrovnik,"4,8"
3434,Bohemian Spirit,"4,5"
3435,The Cookery,"4,6"
3436,Ruffian,"4,6"
3437,Cardamom,"4,5"
3438,La Cueva Fonda,"4,5"
3439,West New Malaysia,"4,6"
3440,Little Alley,"4,3"
3441,Pinch Chinese,"4,3"
3442,Pierozek,"4,8"
3443,Caleta 111 Cevicheria,"4,5"
3444,Oso,"4,5"
3445,Tong Sam Gyup Goo Yi,"4,3"
3446,Legend of Taste,"4,6"
3447,DOMODOMO,"4,5"
3448,Katz's,"4,5"
3449,Tra Di Noi,"4,5"
3450,Chavela’s,"4,5"
3451,Speedy Romeo,"4,3"
3452,Nami Nori,"4,4"
3453,HanGawi,"4,6"
3454,Tredici Social,"4,4"
3455,Shalom Japan,"4,3"
3456,Café Alaia,"4,4"
3457,Una Pizza Napoletana,"4,3"
3458,Maria Restaurant,"4,6"
3459,Potluck Club,"4,7"
3460,Yao Yao,"4,6"
3461,Nella Pizza e Pasta,"4,4"
3462,Girl & The Goat,"4,7"
3463,Mama Delia,"4,0"
3464,etta,"4,6"
3465,Proxi,"4,6"
3466,Mott St.,"4,5"
3467,Chef’s Special Cocktail Bar,"4,6"
3468,Bloom Plant Based Kitchen,"4,6"
3469,La Josie,"4,4"
3470,Ghin Khao,"4,8"
3471,Kie-Gol-Lanee,"4,8"
3472,Sochi,"4,6"
3473,Cira,"4,6"
3474,Gilt Bar,"4,6"
3475,Cellar Door Provisions,"4,5"
3476,Boonie's,"4,7"
3477,Dear Margaret,"4,8"
3478,Birrieria Zaragoza,"4,5"
3479,Lardon,"4,8"
3480,Union,"4,7"
3481,Ina Mae,"4,2"
3482,Munno Pizzeria & Bistro,"4,7"
3483,Tortello Pastificio,"4,5"
3484,Giant,"4,6"
3485,Longman & Eagle,"4,6"
3486,Pompette,"4,7"
3487,Ciccio Mio,"4,6"
3488,Apolonia,"4,6"
3489,Frontera Grill,"4,4"
3490,Pleasant House Pub,"4,7"
3491,avec,"4,6"
3492,Chilam Balam,"4,5"
3493,Sol de Mexico,"4,3"
3494,Cabra,"4,5"
3495,Superkhana International,"4,5"
3496,Mi Tocaya,"4,6"
3497,The Purple Pig,"4,6"
3498,"Table, Donkey and Stick","4,6"
3499,The Duck Inn,"4,6"
3500,HaiSous,"4,5"
3501,Virtue,"4,6"
3502,Daisies,"4,4"
3503,Lula Cafe,"4,7"
3504,mfk.,"4,7"
3505,The Busy Bee,"4,1"
3506,Fred's Meat & Bread,"4,5"
3507,Heirloom Market BBQ,"4,7"
3508,Antico Pizza Napoletana,"4,6"
3509,Estrellita,"4,6"
3510,Arepa Mia,"4,5"
3511,Little Bear,"4,6"
3512,Fishmonger,"4,6"
3513,Bomb Biscuit Co.,"4,6"
3514,Banshee,"4,7"
3515,Fine Mess,"4,7"
3516,Oikeîo,"4,4"
3517,Cerdo Negro 1985,"4,5"
3518,Nolan,"4,6"
3519,Rong Cuisine (Baiziwan South Er Road),"5,0"
3520,Bao Du Jin Sheng Long (Ande Road),"3,8"
3521,Bao Yuan,"4,3"
3522,Qiantang Garden,"4,0"
3523,Sushi Hil,"4,7"
3524,"Fiorino, Italian Street Food","4,5"
3525,Karma Indian Bistro,"4,6"
3526,Say Mercy!,"4,4"
3527,Farmer's Apprentice,"4,3"
3528,Song (by Kin Kao),"4,4"
3529,Anh and Chi,"4,4"
3530,Motonobu Udon,"4,2"
3531,Fable Kitchen,"4,5"
3532,Hardern Pintli,"4,7"
3533,Brücke,"4,7"
3534,Gaijin Izakaya,"4,7"
3535,Boléro V Bistro,"4,1"
3536,Le Bologne,"4,8"
3537,Le Bistro by Décotterd,"4,7"
3538,Grotto Valmaggese,"4,4"
3539,Barranco,"4,6"
3540,Auberge Communale Le Mont,"4,8"
3541,AuGust,"4,3"
3542,Die Rose,"4,6"
3543,Osteria della Bottega,"4,4"
3544,Dal Mulin,"4,6"
3545,STÜVA in der Krone - Säumerei am Inn,"4,7"
3546,Edo,"4,7"
3547,Seebistro Belvédère,"4,7"
3548,Gasthaus Schupfen,"4,6"
3549,16 ART-BAR-RESTAURANT,"4,7"
3550,Bistro by Regina Montium,"4,8"
3551,Restaurant Schlüssel - Schlüsselstube,"4,8"
3552,Bistrot Dumas,"4,5"
3553,Chez Philippe,"4,3"
3554,Bistrot du Lion d'Or,"4,6"
3555,Ô Bois Sauvage,"4,6"
3556,Le Lab by Adel & Niko,"4,8"
3557,Grey Gardens,"4,6"
3558,The Ace,"4,5"
3559,Sunnys Chinese,"4,4"
3560,SumiLicious Smoked Meat & Deli,"4,6"
3561,Bar Raval,"4,5"
3562,White Lily Diner,"4,7"
3563,Fonda Balam,"4,5"
3564,Chica's Chicken,"4,6"
3565,Enoteca Sociale,"4,4"
3566,Fat Pasha,"4,4"
3567,Cherry Street Bar-B-Que,"4,4"
3568,Indian Street Food Company,"4,1"
3569,Gostilna Rajh,"4,7"
3570,Gostilnica Ruj,"4,6"
3571,Gostilna Repovž,"4,9"
3572,TaBar,"4,4"
3573,Anyukám Mondta,"4,8"
3574,Kistücsök,"4,7"
3575,Morzsa,"4,3"
3576,Casa Christa,"4,8"
3577,AJ's Pit Bar-B-Q,"4,5"
3578,Tavernetta,"4,7"
3579,Basta,"4,5"
3580,The Ginger Pig,"4,4"
3581,Glo Noodle House,"4,7"
3582,La Diabla Pozole y Mezcal,"4,5"
3583,Ash'Kara,"4,4"
3584,Hop Alley,"4,6"
3585,Yongle Restaurant (Wuhou),"4,5"
3586,Rongrong Beida Pugaimian,"4,6"
3587,Po Jen Tang,"4,3"
3588,A Xing Shi Mu Yu,"4,6"
3589,Shang Hao Chih Beef Soup,"4,3"
3590,Kaiyuan Fried Spanish Mackerel Thick Soup,"4,2"
3591,Yi Wei Pin,"4,4"
3592,A Ming Zhu Xing (Baoan Road),"4,2"
3593,Bei Gang Tsai Rice Tube (Yancheng),"4,4"
3594,Mao Yuan,"4,1"
3595,Yun Lai Fang,"4,5"
3596,Wang Shih Fish Skin Dishes,"4,3"
3597,Hung Chi Rice Shop,"4,5"
3598,Hang Zhou Xiao Long Bao (Da'an),"3,8"
3599,A Kuo Lu Wei,"3,6"
3600,Unnamed Clay Oven Roll,"3,5"
3601,Good Friend Cold Noodles,"4,7"
3602,Little Tree Food (Da'an Road),"4,4"
3603,Fu Tai Table Third Generation,"4,3"
3604,Rong Rong Yuan,"4,2"
3605,Cabbage Rice and Pork Rib Soup,"4,0"
3606,Do It True (Xinyi),"4,0"
3607,Qin Yuan Chun (Central),"4,1"
3608,Dong Shang Taiwanese Seafood,"4,4"
3609,Thai Yuan,"4,6"
3610,Peng Family,"4,1"
3611,Chi Chia Chuang (Changchun Road),"4,2"
3612,Mr. Good,"3,5"
3613,HUGH dessert dining,"4,6"
3614,Amei,"4,2"
3615,Bao An Lu Migao,"4,3"
3616,Halal Chinese Beef Noodles (Da'an),"4,2"
3617,Mother's Kitchen,"4,3"
3618,Shih Chia Big Rice Ball,"4,3"
3619,Fu Din Wang (Central),"4,1"
3620,Saffron Fine Indian Cuisine,"4,5"
3621,Bamboo Country,"4,5"
3622,Old New Taiwanese Cuisine (Jiuru 2nd Road),"4,6"
3623,Cheng Tsung Duck Rice,"4,2"
3624,Dayong Street No Name Congee,"4,4"
3625,Yang Bao Bao (Chaoming Road),"4,4"
3626,Serenity (Zhongzheng),"4,4"
3627,Hao Kung Tao Chin Chi Yuan (Da'an),"4,0"
3628,Jin Shang Hsuan,"4,7"
3629,Wu Wang Tsai Chi,"4,3"
3630,Kangle Street Beef Soup,"4,0"
3631,Yuan Fang Guabao,"4,4"
3632,Carnes Asadas Pancho Lopez,"4,5"
3633,Eat Joy Food,"4,1"
3634,LOLA 55,"4,6"
3635,Corazon Cocina,"4,6"
3636,Tsubaki,"4,5"
3637,Comal,"4,4"
3638,Ippuku,"4,5"
3639,Mabel’s Gone Fishing,"4,5"
3640,Cobi's,"4,5"
3641,Good Good Culture Club,"4,3"
3642,Phở 79,"4,5"
3643,CHAAK Kitchen,"4,6"
3644,Sama Sama Kitchen,"4,3"
3645,Millennium,"4,5"
3646,Adana Restaurant,"4,6"
3647,Anchor Oyster Bar,"4,7"
3648,Kettner Exchange,"4,5"
3649,Chengdu Taste,"4,3"
3650,Gabbi’s Mexican Kitchen,"4,4"
3651,Izakaya Rintaro,"4,6"
3652,Yue Huang,"4,2"
3653,Soba Ichi,"4,5"
3654,Luscious Dumplings,"4,3"
3655,Trestle,"4,6"
3656,LaoXi Noodle House,"4,6"
3657,Maccheroni Republic,"4,6"
3658,Pizzeria Mozza,"4,5"
3659,Outerlands,"4,4"
3660,Tacos Oscar,"4,8"
3661,Pig in a Pickle,"4,1"
3662,Kismet,"4,3"
3663,MAMA Oakland,"4,7"
3664,Burritos La Palma,"4,5"
3665,Great China,"4,4"
3666,Teni East Kitchen,"4,6"
3667,Los Carnalitos,"4,5"
3668,Insalata's,"4,6"
3669,Solare,"4,4"
3670,Nopalito,"4,3"
3671,Range Life,"4,7"
3672,Sichuan Home,"4,3"
3673,The Factory Kitchen,"4,5"
3674,Langer's,"4,6"
3675,Mian,"4,3"
3676,Lunasia Dim Sum House,"4,2"
3677,Flores,"4,4"
3678,New Dumpling,"4,6"
3679,Ciccia Osteria,"4,8"
3680,Morning Glory,"4,3"
3681,Baran's 2239,"4,7"
3682,Sushi Ran,"4,6"
3683,Wood Tavern,"4,6"
3684,FOB Kitchen,"4,5"
3685,Fishwives,"4,4"
3686,iTalico,"4,5"
3687,Jitlada,"4,4"
3688,Son of a Gun,"4,2"
3689,La Calenda,"4,2"
3690,Nixtaco,"4,4"
3691,Jiang Nan Spring,"4,3"
3692,Cesarina,"4,8"
3693,Orchard City Kitchen,"4,4"
3694,Jo's Modern Thai,"4,7"
3695,Pizzeria Bianco,"4,5"
3696,peasants FEAST,"4,6"
3697,Cucina Urbana,"4,6"
3698,Bee Taqueria,"4,6"
3699,Ciccio,"4,5"
3700,Ramen & Tsukemen TAO,"4,6"
3701,Fable & Spirit,"4,5"
3702,Sea Harbour,"4,1"
3703,Frank Fat’s,"4,5"
3704,Dija Mara,"4,5"
3705,Yafa,"4,3"
3706,Z & Y,"4,0"
3707,Ramen Gaijin,"4,5"
3708,Canon,"4,6"
3709,Dha Rae Oak,"4,3"
3710,Longo Seafood,"4,0"
3711,Rossoblu,"4,5"
3712,Horn Barbecue,"4,3"
3713,Loquita,"4,6"
3714,Holbox,"4,8"
3715,Pijja Palace,"4,1"
3716,Callie,"4,6"
3717,Moo's Craft Barbecue,"4,4"
3718,Heritage Barbecue,"4,5"
3719,Bombera,"4,6"
3720,Dumpling Home,"4,6"
3721,Hilda and Jesse,"3,9"
3722,Chalkboard,"4,4"
3723,All Day Baby,"4,2"
3724,Amor y Tacos,"4,4"
3725,Spinning Bones,"4,5"
3726,FolkTable,"4,5"
3727,Khom Loi,"4,5"
3728,Glen Ellen Star,"4,6"
3729,Chifa,"4,3"
3730,Maligne,"4,6"
3731,Top Hatters Kitchen,"4,5"
3732,Ipoh Kopitiam,"4,5"
3733,Manhattan Beach Post,"4,6"
3734,Lalibela,"4,5"
3735,Snail Bar,"4,4"
3736,Saffy's,"4,4"
3737,Khan Saab Desi Craft Kitchen,"4,1"
3738,Kazan,"4,3"
3739,El Molino Central,"4,7"
3740,Flavors from Afar,"4,9"
3741,Bansang,"4,4"
3742,Hui Xing Yuan,"1,0"
3743,Xiguan Zhuyuan (Lizhiwan),"4,5"
3744,Pandan,"4,2"
3745,Hai Xian Jie Cai Guan,"4,3"
3746,Lao Xiguan Laifen (Wenming Road),"3,3"
3747,Zijin Shi Fang,"4,0"
3748,Xiguan Zhuyuan (Shiba Fu),"4,5"
3749,Hua Ge Si Chu,"5,0"
3750,Soodle,"5,0"
3751,Kotuwa,"4,4"
3752,Soh Kee Cooked Food,"4,4"
3753,Outram Park Fried Kway Teow Mee,"4,2"
3754,Tian Tian Hainanese Chicken Rice,"4,0"
3755,Sin Huat Eating House,"3,6"
3756,Chuan Kee Boneless Braised Duck,"4,4"
3757,Un-Yang-Kor-Dai,"4,4"
3758,Chai Chuan Tou Yang Rou Tang,"4,6"
3759,Hong Kong Yummy Soup,"3,9"
3760,Bahrakath Mutton Soup,"4,3"
3761,The Coconut Club,"4,2"
3762,Kwee Heng,"3,7"
3763,Fool,"4,3"
3764,Yhingthai Palace,"4,1"
3765,Song Fa Bak Kut Teh (New Bridge Road),"4,4"
3766,Eminent Frog Porridge & Seafood (Lor 19),"3,9"
3767,Lian He Ben Ji Claypot,"4,0"
3768,Heng Heng Cooked Food,"4,2"
3769,Hui Wei Chilli Ban Mian,"4,4"
3770,Selamat Datang Warong Pak Sapari,"4,0"
3771,Adam Rd Noo Cheng Big Prawn Noodle,"3,5"
3772,Shi Hui Yuan,"4,2"
3773,Zhi Wei Xian Zion Road Big Prawn Noodle,"4,3"
3774,No.18 Zion Road Fried Kway Teow,"3,9"
3775,Zai Shun Curry Fish Head,"4,4"
3776,Da Shi Jia Big Prawn Mee,"4,2"
3777,Chen's Mapo Tofu (Shenton Way),"4,1"
3778,Whole Earth,"4,4"
3779,Joo Siah Bak Koot Teh,"4,1"
3780,One Prawn & Co,"4,3"
3781,Kelantan Kway Chap · Pig Organ Soup,"4,0"
3782,Hong Heng Fried Sotong Prawn Mee,"4,2"
3783,Yong Chun Wan Ton Noodle,"4,5"
3784,True Blue Cuisine,"3,9"
3785,Kok Sen,"4,1"
3786,Fei Fei Roasted • Noodle,"4,3"
3787,Anglo Indian (Shenton Way),"4,1"
3788,Lai Heng Handmade Teochew Kueh,"4,3"
3789,Alliance Seafood,"3,7"
3790,Ji De Lai Hainanese Chicken Rice,"3,1"
3791,J2 Famous Crispy Curry Puff,"4,5"
3792,The Blue Ginger (Tanjong Pagar),"4,2"
3793,Bismillah Biryani,"3,8"
3794,Sik Bao Sin (Desmond's Creation),"4,1"
3795,Muthu's Curry,"4,0"
3796,New Lucky Claypot Rice,"3,8"
3797,Beach Road Fish Head Bee Hoon,"4,4"
3798,A Noodle Story,"4,1"
3799,Hai Nan Xing Zhou Beef Noodle,"4,1"
3800,Koh Brother Pig's Organ Soup,"4,2"
3801,Chey Sua Carrot Cake,"3,6"
3802,Cumi Bali,"4,1"
3803,Lagnaa,"4,0"
3804,To-Ricos Guo Shi,"5,0"
3805,Indocafé - The White House,"4,3"
3806,Hjh Maimunah (Jalan Pisang),"4,4"
3807,TU.REStAURANT,"4,7"
3808,MOLÁM,"4,6"
3809,Fromażeria,"4,8"
3810,Le Braci,"4,5"
3811,Šug,"4,7"
3812,Beštija,"4,7"
3813,Konoba Škoj,"4,7"
3814,Batelina,"4,7"
3815,Konoba Malo Selo,"4,7"
3816,Konoba Vinko,"4,7"
3817,Tač,"4,5"
3818,Konoba Mate,"4,7"
3819,Vuglec Breg,"4,4"
3820,Izakaya,"4,9"
3821,Bugenvila,"4,5"
3822,Allegrine,"4,3"
3823,Ruths,"4,3"
3824,Møf,"4,7"
3825,Norrlyst,"4,6"
3826,Nolla,"4,6"
3827,Babette,"4,3"
3828,Triton,"4,8"
3829,Bona Fide,"4,8"
3830,Silberbauers Bistro,"4,6"
3831,Bar Agrikultur,"4,5"
3832,Enomania,"4,7"
3833,Bjørnekælderen,"4,2"
3834,FAGN-Bistro,"4,7"
3835,anx,"4,7"
3836,Mêlée,"4,4"
3837,Marv & Ben,"4,7"
3838,Smalhans,"4,2"
3839,Pondus,"4,4"
3840,Familjen,"4,4"
3841,juju,"4,3"
3842,Mathias Dahlgren-Matbaren,"4,5"
3843,Namu,"4,2"
3844,Selma,"4,5"
3845,Anarki,"4,5"
3846,Lilla Ego,"4,7"
3847,Jossa Mat & Drikke,"4,3"
3848,Pluto,"4,3"
3849,Mutantur,"4,6"
3850,Bistro Lupa,"4,6"
3851,Cuc Gach Quan,"4,3"
3852,Phở Chào,"4,6"
3853,Xới Cơm,"4,4"
3854,Phở Minh,"4,4"
3855,Cơm Tấm Ba Ghiền,"3,9"
3856,Chả Cá Thăng Long,"4,1"
3857,Hum Garden,"4,6"
3858,Don Duck Old Quarter,"4,6"
3859,Chay Garden,"4,6"
3860,Phở Miến Gà Kỳ Đồng,"4,2"
3861,The East,"4,5"
3862,Bun Cha Ta (Nguyen Huu Huan Street),"4,4"
3863,Phở Hương Bình,"3,9"
3864,Chào Bạn,"4,8"
3865,Phở Hoà Pasteur,"4,2"
3866,Phở Gà Nguyệt,"4,4"
3867,Tuyết Bún Chả 34,"4,1"
3868,Bếp Mẹ ỉn (Le Thanh Ton),"4,4"
3869,Dim Tu Tac (Dong Du),"4,3"
3870,Phở 10 Lý Quốc Sư,"4,1"
3871,Fu Yuan Ju (Shangcheng),"5,0"
3872,NOA,"4,6"
3873,Tuljak,"4,7"
3874,Lore Bistroo,"4,5"
3875,Mantel ja Korsten,"4,7"
3876,Härg,"4,7"
3877,3Fils,"4,6"
3878,Indya by Vineet,"4,5"
3879,Aamara,"4,7"
3880,21 Grams,"4,6"
3881,Al Khayma Heritage Restaurant,"4,9"
3882,Brasserie Boulud,"4,7"
3883,Orfali Bros,"4,6"
3884,Teible,"4,5"
3885,Ninive,"4,2"
3886,Kinoya,"4,5"
3887,Fi'lia,"4,3"
3888,folly,"4,4"
3889,Ibn Albahr,"4,4"
3890,Bait Maryam,"4,4"
3891,Chukasoba Oshitani,"4,0"
3892,YAMAOKA PIZZA,"4,0"
3893,Kushizukushi,"4,4"
3894,Unagino Toyokawa,"4,4"
3895,Ike Edoyakiunagi Asahitei,"4,2"
3896,Shikinoaji Enzu,"4,4"
3897,Sosakukushinomise Rindo,"4,6"
3898,Simple comme Bonjour,"4,8"
3899,Pizzeria Luna Nuova,"4,6"
3900,Masala an TAKUMI,"4,5"
3901,Shunsai Chuka Bar Mitsukan,"4,2"
3902,Kiminami,"4,1"
3903,toi Inshokuten,"4,5"
3904,Menya Ittoku,"4,0"
3905,A VOTRE SANTE,"4,3"
3906,Psomi,"4,5"
3907,Jaguar Sun,"4,6"
3908,Lucali,"4,2"
3909,Chug's Diner,"3,9"
3910,Ghee Indian Kitchen,"4,3"
3911,Phuc Yea,"4,2"
3912,Strand,"4,6"
3913,The Ravenous Pig,"4,5"
3914,Z Asian,"4,4"
3915,DOYA,"4,6"
3916,Bombay Street Kitchen,"4,5"
3917,Otto's High Dive,"4,5"
3918,Norigami,"4,7"
3919,Papa Llama,"4,5"
3920,Sanguich De Miami,"4,6"
3921,Michael's Genuine,"4,3"
3922,Gorkhali Kitchen,"4,6"
3923,Zitz Sum,"4,6"
3924,Isan Zaap,"4,6"
3925,Mandolin Aegean Bistro,"4,6"
3926,Hometown Barbecue Miami,"4,2"
3927,Rosie's,"4,6"
3928,Lung Yai Thai Tapas,"4,2"
3929,Swine & Sons,"4,5"
3930,Bachour,"4,5"
3931,Rooster and the Till,"4,6"
3932,Zak The Baker,"4,5"
3933,Tinta y Cafe,"4,3"
3934,Ho To Tai,"3,7"
3935,Din Tai Fung (Tsim Sha Tsui),"4,1"
3936,Ship Kee,"4,0"
3937,Twins Liangpi Limited (Mong Kok),"4,4"
3938,Tim Ho Wan (Sham Shui Po),"4,0"
3939,Saya,"4,0"
3940,Ju Xing Home,"3,9"
3941,Din Tai Fung (Causeway Bay),"4,2"
3942,Café Hunan (Western District),"4,1"
3943,IFTM Educational Restaurant,"4,4"
3944,Cheong Kei,"3,7"
3945,Takeya,"4,2"
3946,Kung Wo Beancurd Factory,"4,0"
3947,Samsen (Wan Chai),"4,3"
3948,Shek Kee Kitchen,"3,5"
3949,Ah Chun Shandong Dumpling,"3,8"
3950,Yi Jia,"4,1"
3951,Din Tai Fung (COD),"3,8"
3952,Chan Seng Kei,"3,8"
3953,Kau Kee,"3,7"
3954,Po Kee,"4,0"
3955,Shugetsu Ramen (Central),"4,2"
